category,text
Others,"""'_棄__尭ﾛ_棄__尭ﾛ_棄__尭ﾛ_棄__尭ﾛ_棄__尭ﾛ_棄__尭ﾛ_棄__尭ﾛ _棄__棄__@pweedyella: nana aba be british airways??""@credit2u hello @thenanaaba please i want to go to the london. how do i get there?_並_ '"""
News,"""'singapore airlines signals budget determination with tiger takeover: singapore (reuters) - singapore airlines ltd (sia) is injecting cash_棄___ '"""
Ads,"""'@british_airways giving away surprise tickets to the best so get posting! '"""
News,"""'ba to fly twice daily to bilbao: british airways will operate a319 and a320 aircraft between london heathrow t... T_URL '"""
Ads,"""' grab a chance to win tickets to london &amp; be featured in their magazine!! follow - @british_airways '"""
Rave,"""'@singaporeair thanks! safely landed. it was a good flight as always T_POS_EMO '"""
Query,"""'@mas might have cheap fares right now, but their frequent flier points per flight has dropped as well! '"""
Ads,"""'feeling lucky? tweet your celebration pics to @british_airways n win air tickets '"""
Others,"""'search area for malaysia airlines flight 370 can now be discounted - cnn '"""
Others,"""'_棄__棄__@mackin_john: @mikejefferiesl4 @british_airways easyjet to madrid for us lot_並_ was coming to rm too john but hands up i changed my plans _棄__棄__棄___棄__並_ '"""
Others,"""'_棄__棄__@tomchilton_: @tomchilton_ @yvanmuller @huffsport @british_airways T_URL wow is that first class?!!! '"""
News,"""'kin of mh370 victim to sue malaysia airlines: mh370 gov_棄__棄__t, several agencies also cited for negligence by kin o... T_URL '"""
Ads,"""'@karannkapoor18 free tickets to london up for the grabs, just send in some of ur celebration pics to @british_airways '"""
Rave,"""'re: last rt, i love singapore airlines. if i fly east, i fly with them. '"""
Others,"""'@bentimmo british airways have already solved that one! '"""
News,"""'rt @clubtravelsa: exciting news _棄__棄__ summer 2015 sees @british_airways launching their new routes to the of kos &amp; corfu._棄___ '"""
Others,"""'@simplyluxurytvl @british_airways heading home on the '"""
Others,"""'final part of the journey back to the north east with @british_airways '"""
Others,"""'@british_airways we are sharing our special moments on your success T_POS_EMO '"""
Rant,"""'@peterblumer @british_airways @the_real_kh wow! that sucks! '"""
News,"""'a malaysia airlines flight carrying nearly 300 people has crashed in eastern ukraine, near the russian border '"""
Rant,"""'@british_airways so you should at least have the courtesy to not hang up on me when i call! '"""
Others,"""'malaysia airlines flight just before it disappeared over ukraine. '"""
Rant,"""'rt @atishivaidya: @singaporeair it is not only the battery bank. other items are also missing ! '"""
Others,"""'T_URL &gt;&gt; british airways launches fresh assault on air passenger duty .... T_URL '"""
News,"""'rt @nelsonpung: singapore airlines flight from singapore to mumbai hit by major turbulence, 22 injured. '"""
Others,"""'(might be a @british_airways thing) '"""
Rave,"""' no need to share a seat, one seat each in premium economy. @cathaypacific T_URL '"""
Rant,"""'@mas i called this afternoon &amp; ur customer service agent was so rude..plus she put on me hold for about 15 minutes.! '"""
News,"""'rt @wmur9: boys sue malaysia airlines over loss of dad T_URL '"""
Others,"""'silkair (mi) and singapore airlines (sq) will both serve denpasar (dps) daily from 12 dec 2014. T_URL '"""
News,"""'do you agree? singapore airlines voted 1st place for customer service: T_URL '"""
Rave,"""'@british_airways crew was lovely but no replacements available '"""
News,"""'mas sued by sons of passenger on mh370: kuala lumpur: malaysia airlines is being sued by the sons of one of th... T_URL '"""
Ads,"""'@british_airways completes 90 years of service in india get a chance to get tickets to london &amp; feature in high life magazine '"""
Others,"""'avionspotter blog: openskies (british airways) - boeing 757-230 - f-h... T_URL '"""
Others,"""'love this of my @cathaypacific T_URL '"""
Others,"""'""@mas: may this diwali bring you hope and joy with every light lit. T_URL '"""
Rant,"""'unimpressed by new airbus inflight entertainment system - ended holiday with completion of compensation form @british_airways _棄__並_ '"""
Others,"""'@british_airways i hope so but in a sold out world traveller it is a bit limited. looking forward to getting home T_POS_EMO '"""
Others,"""'malaysia airlines is having the worst year ever. premature baby dies after australia-bound plane diverted T_URL '"""
Rant,"""'might want to audit your ground cleaners in aus @british_airways . flt 191/seat 6j/27oct, lost hp laptop and ipad left in storage box onbrd. '"""
Others,"""'@british_airways my uncle turning 40, look what we have got to celebrate his birthday in grand style! T_URL '"""
Others,"""'review: cathay pacific first class sfo-hkg (last of the 747s) -- T_URL '"""
Rave,"""'rt @everywheretrip: flying singapore airlines in first class for an hour ruined @pfro's life T_URL '"""
Others,"""'rt @indoflyer: cathay pacific new logo T_URL '"""
Ads,"""'buddies just share your happy celebration moments with @british_airways u cud win a trip to london by tweeting with '"""
News,"""'pilot zaharie, of missing malaysia airlines plane, a passionate aviator - wall street journal '"""
Rant,"""'made the mistake of flying @british_airways ""business"" again. - fly economy, it is the same seat, cheaper. T_URL '"""
News,"""'malaysia airlines sued by 2 boys over flight棄___370 T_URL '"""
Rant,"""'still in cape town... flight canceled twice. british airways you are a disgrace! T_URL '"""
Query,"""'@british_airways it is on ""manage my booking"" my name is correct when i go into edit mode but on the overview i am....dra! '"""
Rant,"""'ground service and lounges at @cdg for @mas premium passengers needs major improvements. no wonder the 1st class cabin is empty '"""
News,"""'malaysia airlines mh370: defence minister hussein 99.9% sure missing plane ... - international business times uk... T_URL '"""
Ads,"""'folks, just share your celebrations pictures, videos etc to win tickets to london @british_airways this opportunity comes once '"""
News,"""'wreckage of malaysia airlines jet may wash up on indonesia coastline _棄__棄__棄___authorities T_URL '"""
Query,"""'@british_airways my avoid points are not on my account although ba statement says they are. can you pls follow me and i will dm the details? '"""
Others,"""'""@british_airways: wherever you are today, we hope you are having a spook-tacular T_URL @marukowal '"""
Rant,"""'@mas hope your price ticket could be lower than @airasia.. delay, cheating and lying are so synonym with @airasia ...shame on you!!! '"""
News,"""'malaysia airlines flight 370: australian ship picks up signals consistent with ... - wall street journal '"""
Lead,"""'twitter, which would you prefer for long haul economy: virgin atlantic, british airways or south african airways? '"""
Ads,"""'british airways: support assistant (material) (london, ) T_URL '"""
Rant,"""'@british_airways ok thanks for the response i'm assuming the interest i incur will be paid by yourselves when i get my expenses '"""
Others,"""'rt @oceankoto: mas commercial boss dunleavy alerted more than 3 hours after deviated from planned route T_URL '"""
Others,"""'cathay pacific have special offers from manchester and london starting from 棄__519 return! T_URL '"""
Query,"""'@singaporeair any flights fr london heathrow expected to be affected by ? '"""
Others,"""'did another a-380 shake up singapore airlines airbus big bird? T_URL via @timesofindia '"""
Rant,"""'@british_airways over a year for my mum to plan my bday away in new york. still have no baggage, what is happening? we have nothing '"""
Rave,"""'@british_airways thanks. '"""
Rave,"""'@vegasbill thanks! @cathaypacific has stellar service. my dad was a pilot for 20yrs with then. '"""
Others,"""'@samueljr @british_airways hehe you do make me chuckle '"""
News,"""'rt @legal2marry: honoring the hiv/aids activists killed on malaysia airlines flight 17... T_URL '"""
Rave,"""'@british_airways thanks! '"""
Rave,"""'enjoying the @british_airways lounge at heathrow before my flight to la for the party T_URL '"""
Rave,"""'@vinluancathrine @singaporeair @emirates i agree with you on the latter just not @virginamerica as their miles program is a joke. '"""
Query,"""'@british_airways hello, we booked flight on ba (first time!) and wanted to know if you would like to discuss upgrade? cheers. @topratedhotels '"""
News,"""'[raleigh business] malaysia airlines sued by 2 boys over flight 370 T_URL '"""
News,"""'missing 370 satellite company says that there is uncertainty around the final location: T_URL via @epochtimes '"""
News,"""'what ita_棄__棄___棄__棄__s like to fly the 18,400 usd suites class - T_URL '"""
News,"""'T_URL missing malaysia airlines plane mh370: indonesia on alert for debris - T_URL T_URL '"""
Urgent,"""'@british_airways it is been a month since i spent 8 hours foodless, sleepless at orly + missed meetings, still no news. case id is 12771805 '"""
Lead,"""'hi, @british_airways, do you still check social media at this time? it seems @easyjet want me to use you guys in future '"""
Rant,"""'@mygovportal i've sent 2 emails to @mas and enrich but unfortunately after 48hrs no one respond to my emails. is that new policy? '"""
Others,"""'rt @globaltrendmap: @british_airways @heymanhustle is trending worldwide T_URL T_URL '"""
News,"""'rt @travelnotesco: one of the best airlines of 2015? find out what @cathaypacific brings to the table. T_URL '"""
Rant,"""'@british_airways - the contest was over u informed me earlier but u did not say this now?? '"""
Others,"""'@misskaren@mr.bobbychan *^o^*promotion in office beijing today~&gt;_&lt;~cathay pacific &amp; china airlines online today ** T_URL '"""
Ads,"""'rt @shafinazmustafa: singapore airlines cabin crew recruitment on 26th jan 2013 at sheraton towers hotel singapore. pls rt. T_URL '"""
News,"""'spanish military aircraft disrupts british airways flight landing T_URL '"""
Others,"""'my biggest win on twitter @british_airways T_URL '"""
Rave,"""'@singaporeair was sq321 to singapore then sq221 to sydney...excellent crew _棄__棄__棄__ '"""
News,"""'fox news 2 boys sue malaysia airlines, government over loss of their father on missing ... fox_棄___ T_URL '"""
Rant,"""'@british_airways in cape town with no luggage day 2! no customer service - no idea of when bags will arrive. very poor show ba. '"""
Others,"""'rt @allie_ca_nicole: not the best time for british airways to run this ad... T_URL '"""
Others,"""'morning sunshine day @ singapore airlines bangkok silverkris lounge T_URL '"""
Ads,"""'hi friends an awesome chance to win free tickets t london ! share your celebrations with @british_airways '"""
