category,text
Rave,"""'rt @hw_holly: well done to all @british_airways for making halloween such an amazing event! T_URL '"""
News,"""'rt @andrewalmack: malaysia airlines flight mh370 search shows extent of ocean trash T_URL '"""
Rave,"""'almost missed my plane enjoying @singaporeair private room too much. very happy to have made it to my beloved 1a now T_URL '"""
Lead,"""'sorry @flybe ..... next time i will fly @british_airways '"""
Ads,"""'@british_airways giving free tickets to london....just share your celebration pics with and fly to london '"""
Rave,"""'@british_airways used to fly over every morning just before 11am. could set your watch by it T_POS_EMO first flight on one of your a380s this week! '"""
Rave,"""'@british_airways another one of your aircraft at bournemouth! seems to be a regular occurrence at the moment! '"""
Rant,"""'.@british_airways the foul smell subsided after about an hour. thank goodness. rest of flight was ideal T_POS_EMO '"""
Others,"""' airways flies the to thrice a week. T_URL '"""
News,"""'sia's mooted tigerair takeover: competition watchdog calls for public feedback: singapore airlines is seeking to__歙__ T_URL '"""
Others,"""'rt @carcrazy007: @british_airways my sister, brother-in-law &amp; niece all dressed up for diwali in new york miss them alot T_URL '"""
Others,"""'cathay pacific lanterns ... let there be light @ night noodle market T_URL '"""
Rant,"""'@british_airways was surprised by how disappointing it was. think the digital experience set me up for fall : ( '"""
News,"""'abu dhabi - world - cathay pacific discovery T_URL T_URL '"""
Others,"""'@danttayl0r @british_airways when will you be home '"""
News,"""'bangor (me) daily news: malaysia airlines sees first lawsuit on missing flight mh370 . more - T_URL '"""
Rant,"""'@pauldmather @british_airways this is terrible customer service, what are you doing about it? '"""
Lead,"""'@british_airways hi, if i book through another website and i fly with british airways, do i still earn avios? '"""
News,"""'cheers to @british_airways for completing 90 years of flying in india! with chance to send in pics &amp; win london flight tickets '"""
Rant,"""'@british_airways poor showing that 10 months before flight u appear to have no availability to use points for upgrades '"""
Query,"""'@british_airways can you give me an address to email my follow up complaint to please the link i was given will not work '"""
Rave,"""'@singaporeair she sure did. amazing service as always! T_POS_EMO '"""
News,"""'rt cathay pacific starts trialling online auction service allowing passengers to bid for seat upgrades '"""
Others,"""'g-stbd... @british_airways T_URL '"""
Others,"""'new british airways sign up offer T_URL '"""
Others,"""' ___歙_ willie walsh: 'no business case' to support a second runway at gatwick: boss of british airways' pa... T_URL '"""
Others,"""' in commemoration of completing 90 yrs of service to india. participate in thr contest to win a tkt to london @british_airways '"""
Others,"""'uk air passenger duty (apd) has ""snowballed out of control"" says willie walsh, ceo of @british_airways parent company T_URL '"""
Rave,"""'@british_airways thanks a lot for your response.. just worried at first now i know about spanish bully.. i am sorry i waste your time.. '"""
News,"""'search resumes for malaysia airlines flight 370 '"""
Others,"""'@britishtraveler @british_airways let us know if we can help with anything or you have any questions !? '"""
Rant,"""'the day was going so well until the flight was delayed by three hours @british_airways @laerdal_uk @manikin_mark @sim_dol '"""
Rant,"""'@british_airways waiting for 45 mins in the ground to get off the plane! not the dream end to the fab holiday! T_URL '"""
News,"""'malaysia airlines sued by two boys over flight 370: ""we have waited for eight months. after speakin... T_URL '"""
Others,"""'@mas i hope it keep flying too. T_URL '"""
Others,"""'rt @megaplane: by @zs_mk 26/10/14 (14:41 bravo) landed airline : british airways aircraft type : boeing 737-400 registration : ... T_URL '"""
Ads,"""'malaysia airlines domestic, regional and long-haul sale T_URL '"""
Ads,"""'viptrip - more class for your dollar singapore airlines business auckland-europe from $7459 T_URL T_URL '"""
Ads,"""'paris / new york one city by @british_airways T_URL '"""
Rave,"""'@british_airways thank you kindly for the upgrade today, it is much appreciated. always great flying with you guys. '"""
Rant,"""'@british_airways you are the worst airline company ever.i was so excited to fly with you again but i will never ever recommend you. '"""
News,"""'news: malaysia airlines flight mh17 news: dutch government wants proof that airplane was shot down: russ... T_URL '"""
Lead,"""'3 weeks tomorrow a british airways flight leaves for heathrow to hong kong, connecting to brisbane, i will be on that flight hehe. '"""
Others,"""'iag raises 2014 profit target - british airways__歙__歙_ parent benefits from rivals__歙__歙_ problems and restructuring at spanis... T_URL '"""
Others,"""'take a tour of @british_airways 787 ~T_URL '"""
Others,"""'first class lounge hopping courtesy of @mas. now enjoying a misty sunrise in kuala lumpur waiting for flight number two. '"""
Others,"""'rt @speedbird_ncl: british airways cabin crew vote to oppose short-haul fleet cost cuts - T_URL T_URL '"""
Others,"""'@realjoecalzaghe @worldboxingorg @british_airways legand and best super middle weight champion..shame you could not have give froch a beating '"""
Query,"""'@british_airways that is an irish number. i flew into heathrow, so should i not be ringing them? '"""
Rant,"""'@british_airways surely you know if they are still in the uk- we leave ny in less than 48hrs! also just been hung up on phone by ba-notgood '"""
Rave,"""'@singaporeair just did so. thanks for your time and effort! '"""
Others,"""'T_NEG_EMO __歙__歙_@mtshwete: idols sa endorses british airways. what a bunch of clowns. idols is wack_･ﾋ_ '"""
Others,"""'@mas @sencarllevin the airframe of mh17 is the same as mh370. in all 535 souls were murdered. satan is amongst us. hihgest levels '"""
Others,"""'when its family, you are no more ceo. T_POS_EMO its only love &amp; celebration - me &amp; my nephew @british_airways T_URL '"""
News,"""'sarah bush and peter hosper celebrating cathay pacific's 40 year anniversary last night. T_URL '"""
Query,"""'@british_airways can you please update. '"""
Rave,"""'singapore airlines a380 800 business class report__歙__: T_URL another great airline experience! '"""
Others,"""'cause it is purple kinda day __歙__歙__ @ malaysia airlines complex a T_URL '"""
Others,"""'@british_airways girls and baby game&gt;&gt;&gt; click to play&gt;&gt;&gt; T_URL '"""
Query,"""'@british_airways hi! i have a question abt travel booking. what is the best way to get my question answered? tx! '"""
Others,"""'its vegas time with @evepresenter giving away the vip holiday with @british_airways &amp; @mgmgrand good luck T_URL '"""
Rant,"""'@singaporeair spoke to staff on phone. they want us to pay for entire new flight even though we already paid for the flight home 2mrw '"""
Rave,"""'review: singapore airlines a380 inflight internet T_URL via @ausbt the most comprehensive review of this service yet '"""
News,"""'the epoch times malaysia airlines flight mh370: missing plane could be found using clouds__歙__ T_URL '"""
Query,"""'@british_airways where is the contest going? i cannot see anything on your tl '"""
Query,"""'@british_airways hi there. london heathrow. from dublin last night at 8.40 '"""
Others,"""'rt @doongie09: malaysia airlines as in mh? whatever happened to asiana and kr air. '"""
Query,"""'@singaporeair need some help with my flight bookings. would you kindly directly me to a phone number in singapore? '"""
Others,"""'""@stcom: rt @stmoneydesk: singapore airlines' new thai joint-venture carrier nokscoot cleared for take-off T_URL '"""
Ads,"""' send your celebration pics to @british_airways for glorious chance to win flight tickets to london! @imbevda '"""
Lead,"""'@lloydpringlelpr and now i have my sights set on those @singaporeair first class suites :o) '"""
Others,"""'super-jumbos head to akld singapore airlines will start a380 services to auckland in what is australia's loss an... T_URL '"""
News,"""'british airways: 50% bonus avios when you convert rbc rewards points (avion canada only) to executive club. T_URL '"""
Others,"""'rt @rimsriya: guys participate the super contest and be the lucky winner on a flight with @british_airways to london! @kp___歙__ '"""
Query,"""'does british airways charge for luggage? T_URL '"""
News,"""'rt @claracampo: what it feels like to fly the $23,000 airlines suites class: T_URL T_URL '"""
Rant,"""'@british_airways what would this link tell me if i could get it to load? maybe it just says - you have not got your bags! '"""
Urgent,"""'@travelgenio @mas cancelled flight to denpasar, still did not get our money. takes more than 90 days now.pls come up with quick solution '"""
Rant,"""'@british_airways your automated phone system is useless, full of adverts and the musak is enough to drive anyone mad. '"""
Rave,"""'@pichetong yes! yes! yes! @cathaypacific @saveurmag we love hk at @fathomwaytogo T_URL '"""
Query,"""'rt @innyinskip: @british_airways my tier points were reset in july and was 60 pts from silver. can this be reset as am booking a flight in__歙__ '"""
Others,"""'british airways commences london city to hamburg services danish airline sun-air, operating as a british airways... T_URL '"""
News,"""'exciting news __歙__歙_ summer 2015 sees @british_airways launching their new routes to the of kos &amp; corfu. T_URL '"""
Others,"""'@cathaypacific first class seat meeting.. @ klia(kuala lumpur international airport) T_URL '"""
Rant,"""'@british_airways called ba earlier to try and get my mothers seat changed as does not want to fly over the wing due to disabily, not helpful '"""
Others,"""'__歙__ please do not ship vulnerable marine life away for soup. @iata @mas @lionairid @airindiain '"""
Query,"""'@british_airways will i be ok taking this in hand luggage lhr to abz? T_URL '"""
Query,"""'@brianhonan are you sure the email came from @british_airways? T_POS_EMO '"""
Rant,"""'@dcfc90 @british_airways i'm finding them to be dreadful this time '"""
Rant,"""'@british_airways unfortunately your refund department are not as efficient as the social media team, ive sent you a dm and hope you can help '"""
Ads,"""'rt @hotukdeals: fly to with @british_airways from _歙_35 and the dates includes other destinations during school holidays! T_URL '"""
Rant,"""'@british_airways not overly impressed with the new club europe seats. ba0488 '"""
Others,"""'@british_airways boeing 787 dreamliner departing from @nclairport @northumbriaheli T_URL '"""
News,"""' four days elapsed before officials acted on satellite data T_URL @mas @sitaonline @aaibgovuk @inmarsatglobal '"""
Others,"""'rt @pmf_ltd: patricia is so happy! unbelievable - 1 grand, 6 gold and 1 bronze @liaawards for @british_airways 'magic of flying' T_URL '"""
Others,"""'@chrisguillebeau @cathaypacific yes please! '"""
