News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""rahmatomar @w7voa @mas for this malay inside -job.and i deal later with in detail."""
Rant,"""rakanmudalah hi there, thank you for flying malaysia airlines. hope you had a pleasant flight with us. see you again soon."""
Rant,"""rakeemcato @mas oh my god_迓太迓绦夦_澶_迓太迓绦夦_澶_迓太迓绦夦_澶_迓太迓绦夦_澶"""
Rant,"""random_and_rant @mas why they never offer me an upgrade? it is just an offer which you could turn down or ignore."""
Rant,"""raniaalbar kk i got malaysia airlines thingy for the hotel, no,problem! _迓太迓绦夦_澶_迓太迓绦夦_澶_迓太迓绦夦_澶_迓太迓绦夦_澶迓蘝迓绦_迓宕夦_太迓态"""
Rant,"""ranisashark god bless you babe. i have not been on malaysia airlines for 5 years _迓太迓绦夦_澶_迓太迓绦夦_澶_迓太迓绦夦_澶"""
Rant,"""rantcityvan @mas annunaki have captured it and taken the passengers to dulce, nm to do some experiments just admit it already!"""
Rant,"""raspberrynrouge do you have the flight numbers? we are unable to locate that booking ref as it is a malaysia airlines reference. (2/2) ^sam"""
Rant,"""realjameswoods note to self: never fly @mas or asian airlines, you will not reach your destination"""
Rant,"""redheadedfemme you would think they would have learned their lesson w malaysia airlines plane."""
Rant,"""redsnowmanx it is airasia, not malaysia airlines"""
Rant,"""reutersindia we don want missing malaysia airlines episode again !! let us pray that all passengers aboard are safe..."""
Rant,"""rge2001 no thank you. at this point i will fly only @united @flyfrontier or any foreign airline. except maybe @mas , sorry malaysia."""
Rant,"""rgrizaard we were going to fly with them or malaysia airlines to singapore but getting worried now _迓太迓绦_"""
Rant,"""ridahayat omg that is how i felt before i left as well, with like malaysia airlines and air algeria and all _迓太迓绦夦_澶"""
Rant,"""rikanchuu nah i cant connect to changi either im connected to malaysia airlines'"""
Rant,"""rjonesing just use a just the malaysia airlines filter. the tweets with almost certainly disappear from your feed."""
Rant,"""robsaahshow no it is not air asia it is malaysia airlines that is lost 2 now this is air asias first"""
Rant,"""ronnehring @airasia @mas he is right..wonderful pr advice."""
Rant,"""ronnehring @airasia @mas i doubt it"""
Rant,"""ronnehring @mas or, like your grandma used to say, think before you speak."""
Rant,"""rootsrock76 @mas during boarding process , there was something going on with withheld uighurs.9m-mro is not accounted for .an airplane rec"""
Rant,"""rootsrock76 @mas eived an atc clearance , acknowledged for everyone to hear,pushed back, went airborne . manned ?"""
Rant,"""rotiern hahaha that day i check was 72 then 92 now 150+. hahaha it is okay. coming back by malaysia airlines. you still in kuantan?"""
Rant,"""roy5ankar bro when we r not able to find huge planes (malaysia airlines) so you can imagine, lookg out for evidence is not pc of ck @zenx"""
Rant,"""rt_falconer you look back &amp; think, most, could have been avoided. the @mas plane from kl to beijing is an exception. little idea on that."""
Rant,"""rumspringin malaysia airlines loses less things than you"""
Rant,"""running4status @thepointsguy i will say @mas ground service for 1st class is lacking but they make it up in flight"""
Rant,"""ruudhteb @roarbro shows @mas was not on top of that list. even lufthansa flew there more often."""
Rant,"""rwneilljr someone please remind me to never book a flight air asia or malaysia airlines!"""
Rant,"""ryansongalia @mas what if you lose your wallet?"""
Rant,"""saladinmy @mas no problem _迓太迓绦迓蘝"""
Rant,"""saliment yes they will because no plane crashed it is a fraud and they will use the insurance money to save the malaysia airlines"""
Rant,"""samar_a @mas they didnt answer till nw,, iam scared about them :d someone hacked their account :d"""
Rant,"""samwdowning the only other viable options were malaysia airlines and senor putin, so."""
Rant,"""sanjaysinghic @syawal @mas what do you mean?"""
Rant,"""sanjeevanss why always @mas ? like no other airlines"""
Rant,"""sassoftheus at least it is not malaysia airlines."""
Rant,"""sassoftheus especially after the malaysia airlines debacle...and how hard could it be to put on a gps tracker anyway?"""
Rant,"""scienceuknews i just do not understand how malaysia airlines or virgin can just sit back &amp; watch all of these tragedies &amp; do nothing?"""
Rant,"""scotsfyre @markknoller please tell me they are flying malaysia airlines."""
Rant,"""sema4beach @infinity10 @mas that came off sounding just a teensy weensy bit awkward. but i understand your feels on this."""
Rant,"""sevensharp malaysia airlines know more than theyre telling. there will be no closure untill they tell the truth."""
Rant,"""shahid_shayaa @mas @airasia well so many entities 4 indo, filipina thai and aax. goodpart ipo paid all or almost all loans with bankrakyat"""
Rant,"""shahrulghani @ciceromax1 what cost will @mas and khazanah pay to continue b4 inevitable end ?"""
Rant,"""shamsulba the union is one of the airlines' headache. either they stick, or they go suck the brick @mas"""
Rant,"""shebabymom @mas we are sorry about your experience, pls email info@tumi.com so we can assist you further. thank you."""
Rant,"""shorrtiie_ lol next plane i'm in is in 2 weeks on my way back to america. and i did not book through malaysia airlines so i'm good"""
Rant,"""shotchaser @h4rdc4ndy47 we cannot lift the blockade because hamas is shooting at us all the time. if the downing of the malaysia airlines-"""
Rant,"""shukorz @mas i would assume not even corporate know yet. so relax."""
Rant,"""sicfallacy hahaha! too bad @mas is a private entity. only thing aax can do is reduce man power la kot? @karmenlunarxisc"""
Rant,"""simonkantor @mas @worcesteralumni alas not on this occasion: so sorry you could not make it to kl tonight"""
Rant,"""sinameraji nunu, another. but like first malaysia airlines and then airasia"""
Rant,"""singaporeair @mas i am now though. so do not worry."""
Rant,"""singh_mo good mohgan , once more logic resolutyionT_POS_EMOlane was not leaving the insidejobhouse =@mas"""
Rant,"""siowhou @mas 1. that is a prejudicial statement--generalizing that us-trained ppl are rude. 2. pride goeth before a fall."""
Rant,"""sirsazly: @mas @airasia @501awani praying qz 8501"""
Rant,"""sitdowndisco no. swiss air &amp; (ulp!) malaysia airlines. but iata now issues emergency tix if airline goes bust, so covered."""
Rant,"""skynews some bad karma going on in @mas @tonyfernandes to say the least, am stunned by the news!"""
Rant,"""slan720 malaysia airlines is just for ever sketchy now. they done lost two whole planes."""
Rant,"""socalmike_sd @mas facts are highly classified. talk to your secret service whistleblowers if you can find them alive @mh370news"""
Rant,"""socalmike_sd we are narrowing in mike, do you have @drbobbyulich email, if so, dm me plz.. i have a square pattern in u/sec for him @mas"""
Rant,"""soohyunq but yesterday i had a comfy flight but it was malaysia airlines and eventho it has bad rep after the accidents it is still ok lol"""
Rant,"""spence120 @mas @airasia stupid attention trick"""
Rant,"""sripabbathi @mas i am on the flight yes, the captain gave no description of any problem"""
Rant,"""sripabbathi @mas we do not know for certain it is a toilet problem, i see people using them normally.. last time flying"""
Rant,"""sscott2205 @mas @brett_mcleod @airasia no nigga"""
Rant,"""staronline advertising technique! victims are not only business! @mas ignored the warning about a single customer terror and the"""
Rant,"""statravelau what happened to the cheap flights to japan on malaysia airlines!?!?! T_NEG_EMO T_NEG_EMO"""
Rant,"""stephaniewei it is budget airline in asia. i'm traveling on it next month. but that is both connected to indonesia @mas and @airasia"""
Rant,"""stetrav we flew malaysia airlines this morning from indonesia an hour before that flight took off, and hit very bad turbulence on same path"""
Rant,"""stevensims_9 @mas i was thinking that shit too... why would anyone ever get on one of those planes now??"""
Rant,"""stillnotaugust they call this shit malaysia airlines because once you take it youre fuckin gone"""
Rant,"""suddenbreak just do not take malaysia airlines and all will be good."""
Rant,"""suzannemariew now i cannot fly on @airfrance, @mas, or @airasia."""
Rant,"""swiftiesmy @mas @airasiaid sorry,,"""
Rant,"""sy_azhari @mas but you do not even celebrate christmas!"""
Rant,"""syaazaanaa_ @mas call them la."""
Rant,"""taffrahman @yescoachjoe @mas @11ryansmith bloody hell, the beers are on u fella!"""
Rant,"""tanveerikram @goibibodotcom @mas no call received from goibibo or malaysia airlines"""
Rant,"""tanveerikram @iamvaibhavdel @mas dear tanveer, we request you to dm ur booking details. we will check and advise accordingly."""
Rant,"""tanveerikram @mas denied by the airlines. we have also written to the airlines however they have denied any waiver to us. hence unless"""
Rant,"""tanveerikram @mas hi tanveer we have already called you several times and have informed you through emails as well that the waiver has been"""
Rant,"""tanveerikram @mas i hv alrdy spoken to agent @goibibodotcom in delhi. they are saying your company has denied refund."""
Rant,"""tanveerikram @mas we get the refund from them, we regret to inform that we will not be able to process any further refund. thanks"""
Rant,"""tedwrites @mas but i just did.. sorry daddy"""
Rant,"""telegraphnews ok, now you know shit is hitting the fan now. forget malaysia airlines."""
Rant,"""tengkusani @najibrazak @nelsonpung actually, action by premiership &amp; the entourage will help @mas to its glory ! this is national pride !"""
Rant,"""tent101 @ranty_man unless it is malaysia airlines; then the chances rise in line with the discount available."""
Rant,"""teohjitkhiam if they do not, we are afraid that one more malaysia airlines flight will be lost ..."""
Rant,"""th1nkdifferent insane. was flying in asia last week. avoided malaysia airlines. now i have to avoid airasia. who is next??"""
Rant,"""thamwaikeong @edward_767 and say : if installed in mrd why not also in mro ! ...and the fire in avionics archive langkawi @mas is deeply"""
Rant,"""thatsofarah @mas yea i know. but the remarks were small that u almost scream of joy kekonon free upgrade. such a joykiller."""
Rant,"""thecolonial i feel like theyre still in better shape than malaysia airlines! i still wonder what happened to"""
Rant,"""thedailyedge as long as he traveled on malaysia airlines it will not be a problem."""
Rant,"""theedgemarkets lets us all hope for a better future for @mas"""
Rant,"""thegrab3 @daggs_08 @twerdy71 @englishviking is it too late to change it to malaysia airlines?"""
Rant,"""thegrab3 hahaha could have been worse thank fuck it was not malaysia airlines we would have never heard off you again"""
Rant,"""theipt @cairnational @mas @voa_news of course they are partners, what should obummer say?"""
Rant,"""themmailonline @mas name change will not address the key issues affecting the airline and we know precisely what they are.."""
Rant,"""thenoorcouture @myhalalkitchen @mas @suelabadi @sakinadesign keep eye out for our cofounder amany killawi! also our 1st-ever lg commercial"""
Rant,"""thepointsguy @mas yes, i would fly malaysian airlines if the routing and fare were my best option"""
